year_,category_,section_,date_,time_,hometeam_,score_,awayteam_,stadium_,visitors_,broadcast_
2018,J2 ,第15節第3日,05/20(日),17:03,愛媛,1-2,京都,ニンスタ,"3,741",DAZN/南海放送(録)
2018,J3 ,第11節第2日,05/20(日),13:03,秋田,1-2,長野,A‐スタ,"2,791",DAZN
2018,J3 ,第11節第2日,05/20(日),13:03,沼津,0-0,福島,愛鷹,"2,829",DAZN
2018,J3 ,第11節第2日,05/20(日),13:03,盛岡,0-4,藤枝,いわスタ,"1,194",DAZN/IBC岩手放送
2018,J3 ,第11節第2日,05/20(日),14:03,北九州,0-4,G大23,ミクスタ,"4,363",DAZN
2018,J3 ,第11節第2日,05/20(日),19:03,群馬,4-1,F東23,正田スタ,"3,385",DAZN/群馬テレビ
2018,J育成マッチデー ,第2日,05/20(日),12:59,岡山,3-3,鳥取,政田,520,None
2018,J2 ,第16節第1日,05/26(土),14:03,甲府,6-2,大分,中銀スタ,"7,639",DAZN
2018,J2 ,第16節第1日,05/26(土),15:03,京都,0-2,横浜FC,西京極,"8,713",DAZN/KBS京都(録)
2018,J2 ,第16節第1日,05/26(土),15:03,岐阜,2-1,新潟,長良川,"7,254",DAZN/岐阜放送(録)
2018,J2 ,第16節第1日,05/26(土),16:03,東京V,0-0,愛媛,味スタ,"4,125",DAZN
2018,J2 ,第16節第1日,05/26(土),16:03,徳島,1-1,松本,鳴門大塚,"5,312",DAZN
2018,J3 ,第8節第3日,05/26(土),14:03,G大23,2-4,F東23,吹田S,"1,596",DAZN
2018,J2 ,第16節第2日,05/27(日),14:03,山形,2-1,金沢,NDスタ,"5,298",DAZN
2018,J2 ,第16節第2日,05/27(日),14:03,水戸,0-2,福岡,Ksスタ,"4,592",DAZN
2018,J2 ,第16節第2日,05/27(日),14:03,栃木,0-1,大宮,栃木グ,"8,354",DAZN
2018,J2 ,第16節第2日,05/27(日),15:03,山口,1-0,讃岐,下関,"5,034",DAZN
2018,J2 ,第16節第2日,05/27(日),15:03,千葉,3-1,熊本,フクアリ,"12,440",DAZN
2018,J2 ,第16節第2日,05/27(日),16:03,町田,1-3,岡山,町田,"4,259",DAZN
2018,J3 ,第12節第1日,06/01(金),19:03,YS横浜,0-0,群馬,ニッパツ,"1,228",DAZN
2018,YLC プレーオフステージ,第1戦,06/02(土),14:03,横浜FM,4-2,神戸,ニッパツ,"8,827",スカパー!/スカパー!プレミアムサービス
2018,YLC プレーオフステージ,第1戦,06/02(土),15:03,甲府,2-0,浦和,中銀スタ,"10,337",フジテレビONE/スカパー!/スカパー!プレミアムサービス
2018,YLC プレーオフステージ,第1戦,06/02(土),16:03,G大阪,1-0,磐田,吹田S,"8,519",フジテレビNEXT/スカパー!/スカパー!プレミアムサービス
2018,YLC プレーオフステージ,第1戦,06/02(土),19:03,湘南,3-0,仙台,BMWス,"8,374",スカパー!/スカパー!プレミアムサービス
2018,J2 ,第17節第1日,06/02(土),14:03,福岡,1-0,徳島,レベスタ,"8,598",DAZN
2018,J2 ,第17節第1日,06/02(土),15:03,岐阜,4-0,水戸,長良川,"7,668",DAZN/岐阜放送(録)
2018,J2 ,第17節第1日,06/02(土),16:03,大宮,2-2,讃岐,NACK,"8,085",DAZN
2018,J2 ,第17節第1日,06/02(土),16:03,町田,2-1,愛媛,町田,"3,610",DAZN
2018,J2 ,第17節第1日,06/02(土),17:03,千葉,2-2,山口,フクアリ,"9,787",DAZN
2018,J2 ,第17節第1日,06/02(土),19:03,金沢,1-3,京都,石川西部,"5,473",DAZN
2018,J2 ,第17節第1日,06/02(土),19:03,岡山,2-2,山形,Cスタ,"10,397",DAZN/テレビせとうち
2018,J3 ,第12節第2日,06/02(土),13:03,鳥取,2-0,秋田,とりスタ,"1,302",DAZN
2018,J3 ,第12節第2日,06/02(土),13:03,藤枝,2-1,相模原,藤枝サ,"1,356",DAZN
2018,J3 ,第12節第2日,06/02(土),14:03,C大23,1-1,G大23,ヤンマー,"4,551",DAZN
2018,J3 ,第12節第2日,06/02(土),18:03,琉球,2-0,長野,沖縄県陸,"2,473",DAZN
2018,J2 ,第17節第2日,06/03(日),13:03,松本,1-0,栃木,松本,"12,334",DAZN/テレビ信州
2018,J2 ,第17節第2日,06/03(日),14:03,大分,2-0,熊本,大銀ド,"8,371",DAZN
2018,J2 ,第17節第2日,06/03(日),14:03,横浜FC,2-2,東京V,ニッパツ,"8,038",DAZN
2018,J3 ,第12節第3日,06/03(日),13:03,富山,3-0,北九州,富山,"2,544",DAZN
2018,J3 ,第12節第3日,06/03(日),13:04,福島,0-0,盛岡,とうスタ,"1,891",DAZN/福島テレビ
2018,J3 ,第12節第3日,06/03(日),14:03,F東23,2-3,鹿児島,味フィ西,"2,563",DAZN
2018,YLC プレーオフステージ,第2戦,06/09(土),14:03,神戸,1-1,横浜FM,ノエスタ,"6,895",スカパー!/スカパー!プレミアムサービス
2018,YLC プレーオフステージ,第2戦,06/09(土),15:03,仙台,3-1,湘南,ユアスタ,"10,215",スカパー!/スカパー!プレミアムサービス
2018,YLC プレーオフステージ,第2戦,06/09(土),16:03,磐田,2-3,G大阪,ヤマハ,"10,518",フジテレビNEXT/スカパー!/スカパー!プレミアムサービス
2018,YLC プレーオフステージ,第2戦,06/09(土),16:03,浦和,2-1,甲府,埼玉,"22,664",フジテレビTWO/スカパー!/スカパー!プレミアムサービス
2018,J2 ,第18節第1日,06/09(土),15:03,京都,0-1,松本,西京極,"8,149",DAZN
2018,J2 ,第18節第1日,06/09(土),19:03,山口,1-0,岡山,みらスタ,"7,902",DAZN
2018,J3 ,第13節第1日,06/09(土),13:03,富山,2-2,YS横浜,富山,"2,694",DAZN
2018,J3 ,第13節第1日,06/09(土),19:03,群馬,1-0,C大23,正田スタ,"4,700",DAZN/群馬テレビ
2018,J2 ,第18節第2日,06/10(日),14:02,新潟,1-2,東京V,デンカS,"14,653",DAZN/新潟テレビ21
2018,J2 ,第18節第2日,06/10(日),14:03,熊本,0-1,福岡,水前寺,"5,118",DAZN
2018,J2 ,第18節第2日,06/10(日),14:03,山形,2-1,千葉,NDスタ,"6,606",DAZN
2018,J2 ,第18節第2日,06/10(日),14:03,栃木,1-2,水戸,栃木グ,"3,960",DAZN
2018,J2 ,第18節第2日,06/10(日),14:03,讃岐,0-1,岐阜,ピカスタ,"2,014",DAZN
2018,J2 ,第18節第2日,06/10(日),16:03,愛媛,1-0,大分,ニンスタ,"2,720",DAZN/南海放送(録)
2018,J2 ,第18節第2日,06/10(日),16:03,徳島,1-2,町田,鳴門大塚,"3,615",DAZN
2018,J2 ,第18節第2日,06/10(日),16:03,大宮,4-0,横浜FC,NACK,"6,506",DAZN
2018,J3 ,第13節第2日,06/10(日),13:03,沼津,0-0,鹿児島,愛鷹,"1,526",DAZN
2018,J3 ,第13節第2日,06/10(日),13:03,長野,0-1,鳥取,長野U,"3,457",DAZN
2018,J3 ,第13節第2日,06/10(日),13:04,盛岡,2-0,北九州,いわスタ,"1,129",DAZN
2018,J3 ,第13節第2日,06/10(日),14:03,相模原,2-5,琉球,ギオンス,"1,917",DAZN
2018,J3 ,第13節第2日,06/10(日),15:03,秋田,0-0,F東23,A‐スタ,"2,811",DAZN
2018,J3 ,第13節第2日,06/10(日),16:03,G大23,1-1,福島,万博,974,DAZN
2018,J2 ,第19節第1日,06/16(土),18:03,東京V,3-1,京都,味スタ,"4,463",DAZN
2018,J2 ,第19節第1日,06/16(土),18:03,松本,1-4,大分,松本,"11,942",DAZN
2018,J2 ,第19節第1日,06/16(土),18:03,水戸,1-2,大宮,Ksスタ,"5,468",DAZN
2018,J2 ,第19節第1日,06/16(土),18:03,甲府,1-2,山形,中銀スタ,"7,755",DAZN
2018,J2 ,第19節第1日,06/16(土),18:03,千葉,2-1,愛媛,フクアリ,"9,020",DAZN
2018,J2 ,第19節第1日,06/16(土),18:03,福岡,0-2,新潟,レベスタ,"9,467",DAZN
2018,J2 ,第19節第1日,06/16(土),19:03,熊本,1-1,讃岐,えがおS,"3,740",DAZN
2018,J2 ,第19節第1日,06/16(土),19:03,徳島,1-2,山口,鳴門大塚,"4,828",DAZN
2018,J2 ,第19節第1日,06/16(土),19:03,金沢,2-0,栃木,石川西部,"5,512",DAZN
2018,J3 ,第14節第1日,06/16(土),13:03,藤枝,0-1,秋田,藤枝サ,891,DAZN
2018,J3 ,第14節第1日,06/16(土),14:03,F東23,1-1,琉球,夢の島,"2,074",DAZN
2018,J3 ,第14節第1日,06/16(土),15:03,盛岡,3-0,長野,いわスタ,"1,239",DAZN
2018,J3 ,第14節第1日,06/16(土),17:03,鳥取,1-0,G大23,とりスタ,"2,456",DAZN
2018,J3 ,第14節第1日,06/16(土),18:03,北九州,2-3,YS横浜,ミクスタ,"4,886",DAZN
2018,J3 ,第14節第1日,06/16(土),19:03,鹿児島,2-1,C大23,白波スタ,"3,901",DAZN
2018,J2 ,第19節第2日,06/17(日),18:03,岐阜,0-1,町田,長良川,"7,784",DAZN/岐阜放送(録)
2018,J2 ,第19節第2日,06/17(日),18:03,岡山,0-0,横浜FC,Cスタ,"9,776",DAZN
2018,J3 ,第14節第2日,06/17(日),14:00,福島,2-2,相模原,とうスタ,"1,223",DAZN/テレビユー福島
2018,J3 ,第14節第2日,06/17(日),15:03,沼津,2-0,群馬,愛鷹,"2,927",DAZN
2018,J育成マッチデー ,第3日,06/18(月),13:00,鳥取,1-2,岡山,チュスタ,132,None
2018,J2 ,第17節第3日,06/20(水),19:03,新潟,1-5,甲府,デンカS,"8,614",DAZN
2018,J2 ,第20節第1日,06/23(土),18:03,松本,4-2,千葉,松本,"11,475",DAZN
2018,J2 ,第20節第1日,06/23(土),18:03,京都,0-3,大宮,西京極,"4,218",DAZN/KBS京都
2018,J2 ,第20節第1日,06/23(土),18:03,東京V,3-0,栃木,味スタ,"4,446",DAZN
2018,J2 ,第20節第1日,06/23(土),18:03,讃岐,1-0,岡山,ピカスタ,"5,668",DAZN
2018,J2 ,第20節第1日,06/23(土),18:05,岐阜,2-2,山口,長良川,"8,317",DAZN/岐阜放送(録)
2018,J2 ,第20節第1日,06/23(土),19:03,山形,3-2,徳島,NDスタ,"6,012",DAZN
2018,J2 ,第20節第1日,06/23(土),19:03,愛媛,0-1,水戸,ニンスタ,"2,449",DAZN/南海放送(録)
2018,J2 ,第20節第1日,06/23(土),19:03,大分,1-0,福岡,大銀ド,"12,056",DAZN
2018,J2 ,第20節第1日,06/23(土),19:04,金沢,0-0,熊本,石川西部,"4,290",DAZN
2018,J3 ,第15節第1日,06/23(土),17:03,YS横浜,0-1,長野,ニッパツ,887,DAZN
2018,J3 ,第15節第1日,06/23(土),17:03,相模原,1-0,F東23,ギオンス,"2,531",DAZN
2018,J3 ,第15節第1日,06/23(土),18:03,富山,1-3,盛岡,富山,"2,227",DAZN
2018,J3 ,第15節第1日,06/23(土),18:03,琉球,1-0,沼津,沖縄県陸,"2,817",DAZN
2018,J3 ,第15節第1日,06/23(土),19:03,C大23,1-2,藤枝,金鳥スタ,710,DAZN
2018,J2 ,第20節第2日,06/24(日),14:03,横浜FC,1-0,甲府,ニッパツ,"9,079",DAZN
2018,J2 ,第20節第2日,06/24(日),18:03,町田,0-0,新潟,町田,"5,009",DAZN
2018,J3 ,第15節第2日,06/24(日),15:03,秋田,1-1,鹿児島,A‐スタ,"2,007",DAZN
2018,J3 ,第15節第2日,06/24(日),15:03,福島,2-2,北九州,とうスタ,"1,713",DAZN
2018,J育成マッチデー ,第4日,06/24(日),,岡山,None,山口,政田,None,None
2018,J2 ,第15節第4日,06/27(水),19:35,岡山,0-1,東京V,Cスタ,"6,709",DAZN
2018,J2 ,第21節第1日,06/30(土),18:03,讃岐,3-1,東京V,ピカスタ,"2,860",DAZN
2018,J2 ,第21節第1日,06/30(土),18:03,福岡,2-2,町田,レベスタ,"8,492",DAZN
2018,J2 ,第21節第1日,06/30(土),18:03,甲府,1-1,京都,中銀スタ,"8,796",DAZN
2018,J2 ,第21節第1日,06/30(土),19:03,熊本,1-3,松本,えがおS,"10,194",DAZN
2018,J2 ,第21節第1日,06/30(土),19:03,大宮,1-1,愛媛,NACK,"9,886",DAZN
2018,J2 ,第21節第1日,06/30(土),19:03,山形,2-0,岐阜,NDスタ,"5,368",DAZN
2018,J2 ,第21節第1日,06/30(土),19:03,徳島,3-0,大分,鳴門大塚,"4,491",DAZN
2018,J2 ,第21節第1日,06/30(土),19:03,新潟,1-1,水戸,デンカS,"15,759",DAZN
2018,J2 ,第21節第1日,06/30(土),19:03,栃木,0-1,千葉,栃木グ,"5,894",DAZN
2018,J3 ,第16節第1日,06/30(土),17:03,藤枝,1-1,F東23,藤枝サ,"1,064",DAZN
2018,J3 ,第16節第1日,06/30(土),17:03,相模原,2-3,G大23,ギオンス,"3,256",DAZN
2018,J3 ,第16節第1日,06/30(土),19:33,北九州,3-0,鳥取,ミクスタ,"3,360",DAZN
2018,J2 ,第21節第2日,07/01(日),18:03,岡山,3-3,金沢,Cスタ,"7,070",DAZN
2018,J2 ,第21節第2日,07/01(日),19:04,山口,0-3,横浜FC,みらスタ,"12,927",DAZN
2018,J3 ,第16節第2日,07/01(日),15:03,盛岡,1-4,琉球,いわスタ,925,DAZN
2018,J3 ,第16節第2日,07/01(日),15:03,沼津,1-1,C大23,愛鷹,"2,379",DAZN
2018,J3 ,第16節第2日,07/01(日),17:03,長野,1-1,福島,長野U,"3,576",DAZN
2018,J3 ,第16節第2日,07/01(日),19:03,群馬,0-1,富山,正田スタ,"2,525",DAZN
2018,J3 ,第16節第2日,07/01(日),19:03,鹿児島,1-1,YS横浜,白波スタ,"4,030",DAZN
2018,J2 ,第18節第3日,07/04(水),19:03,甲府,1-3,金沢,中銀スタ,"3,782",DAZN
2018,J2 ,第22節第1日,07/07(土),18:03,千葉,1-3,大宮,フクアリ,"11,069",DAZN
2018,J2 ,第22節第1日,07/07(土),18:03,横浜FC,1-1,山形,ニッパツ,"7,246",DAZN
2018,J2 ,第22節第1日,07/07(土),18:03,町田,0-1,栃木,町田,"3,627",DAZN
2018,J2 ,第22節第1日,07/07(土),18:03,東京V,0-1,岡山,味スタ,"6,792",DAZN
2018,J2 ,第22節第1日,07/07(土),18:03,松本,2-0,新潟,松本,"14,166",DAZN
2018,J2 ,第22節第1日,07/07(土),18:04,水戸,5-0,讃岐,Ksスタ,"3,884",DAZN
2018,J2 ,第22節第1日,07/07(土),19:03,徳島,1-0,熊本,鳴門大塚,"2,974",DAZN
2018,J2 ,第22節第1日,07/07(土),19:03,大分,2-4,甲府,大銀ド,"7,152",DAZN
2018,J2 ,第22節第1日,07/07(土),19:03,金沢,2-2,山口,石川西部,"2,108",DAZN
2018,J3 ,第17節第1日,07/07(土),15:03,沼津,1-0,YS横浜,愛鷹,"1,271",DAZN
2018,J3 ,第17節第1日,07/07(土),15:03,F東23,2-3,福島,夢の島,"1,131",DAZN
2018,J3 ,第17節第1日,07/07(土),18:03,琉球,3-0,藤枝,沖縄県陸,"7,289",DAZN
2018,J3 ,第17節第1日,07/07(土),19:03,C大23,1-2,盛岡,金鳥スタ,513,DAZN
2018,J2 ,第22節第2日,07/08(日),18:03,岐阜,1-2,愛媛,長良川,"5,787",DAZN
2018,J3 ,第17節第2日,07/08(日),15:03,秋田,1-2,相模原,A‐スタ,"2,391",DAZN/秋田放送
2018,J3 ,第17節第2日,07/08(日),17:03,長野,5-0,富山,長野U,"3,130",DAZN
2018,J2 ,第23節第1日,07/15(日),18:03,千葉,3-4,金沢,フクアリ,"10,003",DAZN
2018,J2 ,第23節第1日,07/15(日),18:03,甲府,1-3,岐阜,中銀スタ,"7,798",DAZN
2018,J2 ,第23節第1日,07/15(日),18:03,福岡,3-1,讃岐,レベスタ,"8,011",DAZN
2018,J2 ,第23節第1日,07/15(日),18:03,東京V,3-1,山口,味スタ,"5,712",DAZN
2018,J2 ,第23節第1日,07/15(日),19:03,新潟,0-1,横浜FC,デンカS,"16,813",DAZN
2018,J2 ,第23節第1日,07/15(日),19:03,愛媛,1-0,徳島,ニンスタ,"5,319",DAZN/南海放送(録)
2018,J2 ,第23節第1日,07/15(日),19:03,栃木,1-0,山形,栃木グ,"6,051",DAZN
2018,J2 ,第23節第1日,07/15(日),19:03,大宮,1-0,大分,NACK,"9,272",DAZN
2018,J3 ,第18節第1日,07/15(日),15:03,盛岡,0-3,相模原,いわスタ,"1,304",DAZN
2018,J3 ,第18節第1日,07/15(日),17:03,YS横浜,0-0,北九州,ニッパツ,"1,231",DAZN
2018,J3 ,第18節第1日,07/15(日),17:03,F東23,1-3,C大23,味フィ西,"1,980",DAZN
2018,J3 ,第18節第1日,07/15(日),19:03,群馬,0-1,長野,正田スタ,"4,301",DAZN/群馬テレビ
2018,J2 ,第23節第2日,07/16(月・祝),18:04,京都,0-1,水戸,西京極,"3,302",DAZN
2018,J2 ,第23節第2日,07/16(月・祝),19:03,熊本,2-3,町田,えがおS,"3,571",DAZN
2018,J2 ,第23節第2日,07/16(月・祝),19:04,岡山,0-0,松本,Cスタ,"7,780",DAZN
2018,J3 ,第18節第2日,07/16(月・祝),15:03,福島,1-1,沼津,あいづ,"1,395",DAZN
2018,J3 ,第18節第2日,07/16(月・祝),15:03,秋田,0-1,琉球,A‐スタ,"1,831",DAZN
2018,J3 ,第18節第2日,07/16(月・祝),17:33,G大23,0-0,鹿児島,吹田S,"1,054",DAZN
2018,J3 ,第18節第2日,07/16(月・祝),18:03,富山,1-0,鳥取,富山,"2,133",DAZN
2018,J1 ,第16節第1日,07/18(水),19:03,広島,4-0,G大阪,Eスタ,"7,835",DAZN
2018,J1 ,第16節第1日,07/18(水),19:03,清水,3-0,C大阪,アイスタ,"9,782",DAZN/静岡放送
2018,J1 ,第16節第1日,07/18(水),19:03,磐田,3-3,鹿島,ヤマハ,"13,577",DAZN/静岡放送
2018,J1 ,第16節第1日,07/18(水),19:03,長崎,0-1,神戸,トラスタ,"9,366",DAZN
2018,J1 ,第16節第1日,07/18(水),19:03,札幌,1-2,川崎F,札幌厚別,"10,711",DAZN/北海道放送
2018,J1 ,第16節第1日,07/18(水),19:04,湘南,1-1,鳥栖,BMWス,"9,229",DAZN
2018,J1 ,第16節第1日,07/18(水),19:04,柏,0-1,FC東京,三協F柏,"11,453",DAZN/NHK BS1
2018,J1 ,第16節第1日,07/18(水),19:04,仙台,2-8,横浜FM,ユアスタ,"13,081",DAZN
2018,J1 ,第16節第1日,07/18(水),19:33,浦和,3-1,名古屋,埼玉,"21,250",DAZN
2018,J2 ,第24節第1日,07/21(土),18:03,甲府,3-2,熊本,中銀スタ,"6,530",DAZN
2018,J2 ,第24節第1日,07/21(土),18:03,福岡,0-0,東京V,レベスタ,"7,294",DAZN
2018,J2 ,第24節第1日,07/21(土),18:03,町田,1-0,金沢,町田,"7,214",DAZN
2018,J2 ,第24節第1日,07/21(土),18:03,松本,1-0,京都,松本,"12,003",DAZN
2018,J2 ,第24節第1日,07/21(土),18:03,横浜FC,3-0,岐阜,ニッパツ,"3,782",DAZN
2018,J2 ,第24節第1日,07/21(土),18:03,讃岐,2-1,千葉,ピカスタ,"2,340",DAZN
2018,J2 ,第24節第1日,07/21(土),19:03,山形,1-2,新潟,NDスタ,"11,101",DAZN
2018,J2 ,第24節第1日,07/21(土),19:03,大分,0-0,栃木,大銀ド,"7,080",DAZN
2018,J2 ,第24節第1日,07/21(土),19:03,徳島,2-1,大宮,鳴門大塚,"5,801",DAZN
2018,J2 ,第24節第1日,07/21(土),19:03,愛媛,2-0,岡山,ニンスタ,"3,135",DAZN/南海放送(録)
2018,J2 ,第24節第1日,07/21(土),19:03,山口,2-2,水戸,みらスタ,"4,909",DAZN
2018,J3 ,第19節第1日,07/21(土),15:03,沼津,2-0,F東23,愛鷹,"1,673",DAZN
2018,J3 ,第19節第1日,07/21(土),17:03,藤枝,0-0,富山,藤枝サ,"1,263",DAZN
2018,J3 ,第19節第1日,07/21(土),17:03,相模原,1-1,福島,ギオンス,"2,229",DAZN
2018,J3 ,第19節第1日,07/21(土),19:03,琉球,1-1,YS横浜,沖縄県陸,"1,289",DAZN
2018,J3 ,第19節第1日,07/21(土),19:03,C大23,0-4,鳥取,ヤンマー,"1,047",DAZN
2018,J1 ,第17節第1日,07/22(日),18:03,名古屋,0-0,広島,豊田ス,"20,244",DAZN
2018,J1 ,第17節第1日,07/22(日),18:03,神戸,0-3,湘南,ノエスタ,"26,146",DAZN/サンテレビ
2018,J1 ,第17節第1日,07/22(日),18:33,鹿島,6-2,柏,カシマ,"24,480",DAZN
2018,J1 ,第17節第1日,07/22(日),19:03,G大阪,1-2,清水,吹田S,"17,542",DAZN
2018,J1 ,第17節第1日,07/22(日),19:03,札幌,0-0,磐田,札幌厚別,"10,723",DAZN/NHK BS1
2018,J1 ,第17節第1日,07/22(日),19:03,川崎F,1-0,長崎,等々力,"22,221",DAZN
2018,J1 ,第17節第1日,07/22(日),19:03,鳥栖,0-1,仙台,ベアスタ,"17,537",DAZN
2018,J1 ,第17節第1日,07/22(日),19:03,C大阪,1-1,浦和,ヤンマー,"27,915",DAZN
2018,J1 ,第17節第1日,07/22(日),19:04,FC東京,5-2,横浜FM,味スタ,"34,126",DAZN/TOKYO MX
2018,J3 ,第19節第2日,07/22(日),15:03,盛岡,2-1,G大23,北上,"3,115",DAZN
2018,J3 ,第19節第2日,07/22(日),17:03,長野,1-2,秋田,長野U,"7,082",DAZN
2018,J3 ,第19節第2日,07/22(日),19:03,鹿児島,0-2,群馬,白波スタ,"4,108",DAZN
2018,J1 ,第14節第3日,07/25(水),19:03,C大阪,0-2,鹿島,ヤンマー,"16,631",DAZN/NHK BS1 ※AFCチャンピオンズリーグ2018の影響により、C大阪vs鹿島は7月25日(水)に開催
2018,J2 ,第25節第1日,07/25(水),19:03,山形,1-0,岡山,NDスタ,"4,675",DAZN
2018,J2 ,第25節第1日,07/25(水),19:03,大分,0-1,愛媛,大銀ド,"4,880",DAZN
2018,J2 ,第25節第1日,07/25(水),19:03,徳島,3-1,福岡,鳴門大塚,"3,787",DAZN
2018,J2 ,第25節第1日,07/25(水),19:03,町田,2-1,京都,町田,"2,549",DAZN
2018,J2 ,第25節第1日,07/25(水),19:03,千葉,2-1,甲府,フクアリ,"8,983",DAZN
2018,J2 ,第25節第1日,07/25(水),19:03,熊本,2-2,山口,えがおS,"3,576",DAZN/熊本放送
2018,J2 ,第25節第1日,07/25(水),19:03,水戸,0-0,栃木,Ksスタ,"5,002",DAZN
2018,J2 ,第25節第1日,07/25(水),19:03,大宮,1-2,松本,NACK,"9,329",DAZN
2018,J2 ,第25節第1日,07/25(水),19:04,金沢,0-0,横浜FC,石川西部,"5,445",DAZN/北陸放送
2018,J2 ,第25節第1日,07/25(水),19:33,東京V,4-3,新潟,味スタ,"4,534",DAZN
2018,J2 ,第25節第1日,07/25(水),19:34,岐阜,2-3,讃岐,長良川,"4,899",DAZN
2018,J1 ,第18節第1日,07/27(金),19:03,FC東京,0-1,長崎,味スタ,"23,063",DAZN
2018,J1 ,第18節第2日,07/28(土),19:03,G大阪,1-1,鹿島,吹田S,"28,534",DAZN
2018,J1 ,第18節第2日,07/28(土),19:03,仙台,2-2,C大阪,ユアスタ,"14,911",DAZN/NHK BS1
2018,J1 ,第18節第2日,07/28(土),19:03,神戸,1-0,柏,ノエスタ,"22,879",DAZN
2018,J1 ,第18節第2日,07/28(土),19:03,鳥栖,0-0,磐田,ベアスタ,"14,333",DAZN
2018,J1 ,第18節第2日,07/28(土),19:03,広島,1-4,浦和,Eスタ,"16,944",DAZN
2018,J1 ,第18節第2日,07/28(土),,名古屋,None,札幌,パロ瑞穂,None,DAZN/中京テレビ(録)
2018,J3 ,第17節第3日,07/28(土),19:03,鳥取,1-2,群馬,とりスタ,"1,511",DAZN
2018,J2 ,第26節第1日,07/29(日),18:03,京都,0-1,東京V,西京極,"4,337",DAZN/KBS京都
2018,J2 ,第26節第1日,07/29(日),18:03,栃木,1-1,金沢,栃木グ,"3,794",DAZN
2018,J2 ,第26節第1日,07/29(日),18:03,新潟,1-2,千葉,デンカS,"13,375",DAZN
2018,J2 ,第26節第1日,07/29(日),18:03,岐阜,0-2,大分,長良川,"6,068",DAZN/岐阜放送(録)
2018,J2 ,第26節第1日,07/29(日),18:03,松本,1-0,甲府,松本,"14,197",DAZN
2018,J2 ,第26節第1日,07/29(日),18:03,水戸,4-1,愛媛,Ksスタ,"3,615",DAZN
2018,J2 ,第26節第1日,07/29(日),19:03,大宮,2-1,熊本,NACK,"7,278",DAZN/テレ玉
2018,J2 ,第26節第1日,07/29(日),,山口,None,町田,みらスタ,None,DAZN
2018,J1 ,第19節第1日,08/01(水),19:03,鹿島,1-2,FC東京,カシマ,"12,643",DAZN
